BLK,ROW,POS,GENO,ID,Total.Time,FreeFeeder,LeafModifier,WoodModifier,Ant,Cecidomyiidae,Tenthredinidae,Nepticulidae,Gracilliaridae,Agromyzidae,Notodontidae,Tortricidae,Aphididae,Formicidae,Chrysomelidae,Pentatomidae,Membracidae,Harmandia,Phyllocolpa,PetioleGall,LeafEdgeMine,SerpMine,BlotchMine,LombardyMine,Gluphisia,GreenNematus,RustylinedLeaftier,ObliqueBandedLeafRoller,SmokeyAphids,GreenAphids,Lasius_neoniger,AvgBA2014,AvgSize2014,Growth2012_2014,Growth2014_2015,BAI2012_2014,BAI2014_2015,AvgEFN2014,SDEFN2014,TotEFN2014,SLA2014,LA2014,BB2014,BS2014,GS2014,CT2014,Salicortin2014,Tremulacin2014,PG2014,TotalDefChem2014,CN2014,N2014
2,M,3,48,2 M 3,9,5.444,0.222,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.111,0.222,5.333,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.111,0.000,0.000,0.222,0.000,5.333,0.000,14.380,6333.150,3.321,3.904,2.311,1.493,5.870,13.720,42.280,0.417,0.793,12.320,9.680,125.040,252.000,126.960,13.580,3.263,2.990,6.253,21.440
2,M,4,18,2 M 4,9,0.111,0.667,0.000,0.000,0.000,0.000,0.000,0.556,0.000,0.222,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.556,0.000,0.111,0.000,0.111,0.000,0.000,0.000,0.000,20.610,10606.610,3.703,3.983,2.044,0.978,9.820,14.340,41.570,0.417,0.793,9.840,12.370,122.190,252.000,129.810,19.350,1.635,1.470,3.105,23.260
2,M,5,293,2 M 5,9,5.444,1.111,0.000,0.222,0.000,0.889,0.111,0.111,0.000,0.000,0.000,5.444,0.222,0.000,0.000,0.000,0.000,0.889,0.111,0.000,0.000,0.111,0.000,0.000,0.000,0.000,0.000,0.000,5.444,0.222,13.680,5920.300,NA,NA,NA,NA,4.880,14.390,40.610,0.583,0.900,9.010,10.250,122.190,244.000,121.810,3.870,5.574,6.520,12.094,18.710
2,M,7,267,2 M 7,9,2.333,1.333,0.000,0.000,0.556,0.556,0.000,0.111,0.000,0.333,0.000,2.111,0.000,0.000,0.000,0.000,0.556,0.556,0.000,0.000,0.000,0.111,0.000,0.222,0.000,0.111,0.000,0.000,2.111,0.000,10.760,4199.050,3.121,3.701,1.530,1.381,4.430,8.330,26.630,1.583,0.793,21.800,15.800,121.490,230.000,108.510,11.520,3.189,2.370,5.559,18.650
2,M,9,8,2 M 9,9,0.444,0.889,0.000,0.000,0.111,0.000,0.111,0.667,0.000,0.222,0.000,0.000,0.000,0.111,0.000,0.000,0.000,0.000,0.111,0.333,0.000,0.333,0.000,0.222,0.000,0.000,0.000,0.000,0.000,0.000,14.640,5509.560,3.394,3.711,1.854,1.012,6.710,10.830,29.030,0.667,0.985,15.240,18.150,125.670,244.000,118.330,9.720,3.363,2.940,6.303,17.680
2,M,10,361,2 M 10,9,0.111,0.667,0.000,0.000,0.000,0.000,0.000,0.556,0.000,0.111,0.000,0.000,0.000,0.000,0.000,0.111,0.000,0.000,0.000,0.111,0.222,0.222,0.000,0.000,0.000,0.111,0.000,0.000,0.000,0.000,10.600,3367.000,3.064,3.560,1.374,1.206,4.050,8.320,21.560,0.500,0.798,8.400,9.240,124.260,244.000,119.740,18.870,4.362,3.670,8.032,29.050
2,M,12,314,2 M 12,9,1.667,0.778,0.000,0.000,0.111,0.556,0.111,0.111,0.000,0.000,0.000,1.556,0.000,0.000,0.000,0.000,0.111,0.444,0.111,0.000,0.000,0.111,0.000,0.000,0.111,0.000,0.000,0.000,1.556,0.000,15.300,6854.150,3.383,3.873,1.492,1.222,6.160,11.770,34.550,1.083,0.900,15.460,14.400,121.470,234.000,112.530,10.540,3.812,3.280,7.092,19.510
2,M,15,259,2 M 15,9,0.111,1.556,0.000,0.000,0.000,0.444,0.222,0.667,0.111,0.111,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.444,0.222,0.667,0.000,0.000,0.111,0.000,0.000,0.111,0.000,0.000,0.000,0.000,13.530,5692.730,3.345,3.767,1.604,1.134,5.670,10.050,29.580,0.917,0.996,15.320,14.570,119.710,213.000,93.290,15.770,1.320,1.140,2.460,18.880
2,M,16,250,2 M 16,9,0.111,1.333,0.222,0.000,0.000,0.778,0.000,0.333,0.111,0.222,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.778,0.000,0.111,0.000,0.222,0.111,0.111,0.000,0.111,0.000,0.000,0.000,0.000,14.810,6552.080,3.385,3.878,2.070,1.313,6.240,12.510,37.480,0.250,0.622,14.540,14.540,120.890,227.000,106.110,15.950,3.176,3.280,6.456,23.970
2,M,17,115,2 M 17,9,0.000,0.556,0.000,0.000,0.000,0.222,0.111,0.222,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.222,0.111,0.111,0.000,0.111,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,13.970,4885.980,3.231,3.769,2.073,1.390,5.340,14.290,45.340,1.083,0.996,14.220,13.290,125.040,241.000,115.960,8.230,6.258,5.280,11.538,22.850
2,M,18,390,2 M 18,6,3.833,0.667,0.000,0.000,0.000,0.167,0.000,0.333,0.167,0.333,0.000,3.500,0.000,0.000,0.000,0.000,0.000,0.167,0.000,0.167,0.000,0.167,0.167,0.333,0.000,0.000,0.000,0.000,3.500,0.000,7.010,2276.590,2.853,3.430,1.458,1.360,2.530,6.340,20.260,0.833,1.030,10.910,10.470,121.490,213.000,91.510,19.710,3.042,2.770,5.812,27.020
2,M,21,349,2 M 21,6,0.667,1.333,0.000,0.000,0.000,0.000,0.667,0.667,0.000,0.000,0.000,0.667,0.000,0.000,0.000,0.000,0.000,0.000,0.667,0.167,0.000,0.500,0.000,0.000,0.000,0.000,0.000,0.000,0.667,0.000,6.640,1733.990,NA,NA,NA,NA,2.000,7.470,21.680,0.250,0.622,9.560,12.810,121.490,213.000,91.510,11.670,2.338,1.750,4.088,16.910
2,M,22,270,2 M 22,9,1.778,0.778,0.000,0.222,0.000,0.111,0.222,0.222,0.000,0.222,0.000,1.778,0.222,0.000,0.000,0.000,0.000,0.111,0.222,0.000,0.000,0.222,0.000,0.000,0.000,0.222,0.000,1.556,0.222,0.222,11.880,3996.610,2.986,3.748,1.665,1.739,3.450,13.930,28.080,0.417,0.793,8.230,11.940,122.330,217.000,94.670,15.300,2.580,1.890,4.470,21.040
2,M,23,182,2 M 23,9,4.556,0.333,0.000,0.000,0.000,0.222,0.000,0.000,0.000,0.000,0.111,4.556,0.000,0.000,0.000,0.000,0.000,0.222,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.111,0.000,4.556,0.000,11.430,4147.920,3.222,3.643,1.920,1.178,5.640,8.250,31.000,0.333,0.651,9.210,11.710,121.490,230.000,108.510,9.830,3.451,2.670,6.121,17.650
2,M,24,290,2 M 24,12,0.333,1.167,0.000,0.000,0.000,0.167,0.083,0.750,0.083,0.167,0.000,0.000,0.000,0.167,0.000,0.000,0.000,0.167,0.083,0.167,0.083,0.500,0.083,0.167,0.000,0.000,0.000,0.000,0.000,0.000,15.360,6409.560,3.057,3.964,1.000,1.810,4.640,14.670,38.480,0.000,0.000,10.440,NA,120.890,230.000,109.110,13.010,2.318,1.430,3.748,17.900
2,M,25,24,2 M 25,9,3.556,1.111,0.000,0.111,0.000,1.000,0.000,0.000,0.111,0.222,0.000,3.222,0.111,0.111,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.111,0.222,0.000,0.000,0.000,0.000,3.222,0.111,8.460,3504.730,2.932,3.671,1.336,1.619,2.670,8.370,20.310,0.750,0.965,14.220,16.430,124.550,252.000,127.450,16.560,2.077,1.350,3.427,21.010
2,M,27,121,2 M 27,6,3.833,0.833,0.000,0.000,0.000,0.000,0.000,0.833,0.000,0.333,0.000,3.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.167,0.000,0.667,0.000,0.333,0.000,0.000,0.000,0.000,3.500,0.000,8.410,2365.050,2.761,3.526,1.839,1.774,2.710,9.760,26.960,1.167,0.937,8.760,10.430,125.040,227.000,101.960,14.880,1.782,1.340,3.122,18.880
2,N,3,34,2 N 3,6,10.667,1.167,0.000,0.000,0.000,0.000,0.667,0.167,0.167,0.333,0.000,10.500,0.000,0.000,0.000,0.000,0.000,0.000,0.667,0.000,0.000,0.167,0.167,0.167,0.000,0.167,0.000,0.833,9.667,0.000,8.630,2456.810,2.862,3.441,1.125,1.269,2.750,7.570,24.220,0.900,0.994,9.670,18.470,122.510,252.000,129.490,13.010,2.801,2.110,4.911,19.300
2,N,4,385,2 N 4,9,1.222,3.444,0.000,0.000,0.000,1.111,0.000,2.000,0.222,0.222,0.000,1.111,0.000,0.000,0.000,0.000,0.000,1.111,0.000,0.889,0.000,1.111,0.222,0.111,0.000,0.111,0.000,0.000,1.111,0.000,16.040,8099.680,3.430,3.980,1.655,1.353,6.000,14.040,39.750,0.333,0.778,7.460,12.610,123.080,252.000,128.920,12.660,3.853,5.310,9.163,23.720
2,N,8,329,2 N 8,6,0.167,0.833,0.000,0.000,0.000,0.167,0.167,0.500,0.000,0.167,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.167,0.167,0.167,0.000,0.333,0.000,0.167,0.000,0.000,0.000,0.000,0.000,0.000,8.050,3459.010,2.961,3.671,1.701,1.647,2.770,7.800,20.040,1.091,1.375,9.650,11.470,123.170,234.000,110.830,8.790,NA,NA,NA,NA
2,N,9,380,2 N 9,12,1.167,0.917,0.000,0.000,0.000,0.417,0.083,0.417,0.000,0.333,0.000,0.833,0.000,0.000,0.000,0.000,0.000,0.417,0.083,0.083,0.250,0.083,0.000,0.333,0.000,0.000,0.000,0.000,0.833,0.000,24.280,14664.850,3.721,4.166,1.267,1.099,8.400,16.820,49.310,1.167,1.337,9.320,11.370,119.970,234.000,114.030,18.790,2.117,1.490,3.607,23.440
2,N,10,114,2 N 10,6,5.000,1.667,0.000,0.333,0.000,0.667,0.000,1.000,0.000,0.667,0.000,4.333,0.333,0.000,0.000,0.000,0.000,0.667,0.000,0.000,0.000,1.000,0.000,0.667,0.000,0.000,0.000,4.333,0.000,0.333,5.830,1503.100,2.739,3.239,1.968,1.314,2.300,5.670,16.890,0.083,0.289,8.780,10.990,120.970,238.000,117.030,12.430,3.712,2.920,6.632,20.890
2,N,11,277,2 N 11,9,1.000,0.556,0.000,0.000,0.000,0.111,0.000,0.444,0.000,0.222,0.000,0.778,0.000,0.000,0.000,0.000,0.000,0.111,0.000,0.111,0.111,0.222,0.000,0.222,0.000,0.000,0.000,0.000,0.778,0.000,10.140,3373.380,2.940,3.655,1.523,1.622,3.170,10.530,NA,0.167,0.577,7.760,11.040,119.850,230.000,110.150,13.500,1.072,0.550,1.622,15.650
2,N,16,202,2 N 16,9,1.556,1.111,0.000,0.000,0.000,0.000,0.000,1.000,0.111,0.111,0.000,1.444,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.667,0.000,0.333,0.111,0.111,0.000,0.000,0.000,0.000,1.444,0.000,9.170,2900.020,2.878,3.587,1.503,1.605,2.790,9.950,29.050,0.583,0.900,9.050,10.340,124.260,230.000,105.740,7.740,3.893,3.240,7.133,16.790
2,N,18,374,2 N 18,6,2.333,2.000,0.000,0.000,0.000,0.333,0.333,1.000,0.000,0.000,0.167,2.167,0.000,0.167,0.000,0.000,0.000,0.333,0.333,0.333,0.000,0.667,0.000,0.000,0.000,0.000,0.167,0.000,2.167,0.000,7.020,2234.860,2.819,3.438,1.443,1.430,2.210,6.900,20.540,0.417,0.900,8.610,13.060,122.550,227.000,104.450,NA,3.524,4.340,7.864,NA
2,N,22,57,2 N 22,6,1.000,0.667,0.000,0.000,0.000,0.000,0.167,0.167,0.167,0.167,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.167,0.000,0.000,0.167,0.167,0.000,0.000,0.167,0.000,0.000,1.000,0.000,3.380,650.690,2.256,2.903,1.264,1.430,1.130,3.300,10.430,0.833,1.337,11.800,12.270,125.780,248.000,122.220,21.620,2.881,1.820,4.701,27.740
2,N,23,332,2 N 23,9,2.889,1.556,0.000,0.000,0.000,0.000,0.889,0.667,0.000,0.333,0.000,1.000,0.000,0.000,1.444,0.000,0.000,0.000,0.889,0.000,0.111,0.556,0.000,0.333,0.000,0.000,0.000,1.000,0.000,0.000,7.050,2152.970,2.809,3.422,1.496,1.431,2.680,6.450,26.100,1.200,1.033,9.130,13.310,122.040,244.000,121.960,16.250,2.740,1.810,4.550,22.150
2,N,25,387,2 N 25,9,0.556,0.889,0.000,0.000,0.000,0.444,0.111,0.333,0.000,0.111,0.000,0.333,0.000,0.000,0.000,0.111,0.000,0.444,0.111,0.222,0.111,0.000,0.000,0.111,0.000,0.000,0.000,0.000,0.333,0.000,11.310,4080.160,3.070,3.716,1.575,1.506,3.740,11.070,30.270,0.417,0.793,6.750,10.950,120.720,224.000,103.280,5.780,3.337,2.690,6.027,13.450
2,N,26,302,2 N 26,12,0.750,0.917,0.000,0.000,0.000,0.083,0.250,0.583,0.000,0.167,0.000,0.583,0.000,0.000,0.000,0.000,0.000,0.083,0.250,0.083,0.083,0.417,0.000,0.167,0.000,0.000,0.000,0.000,0.583,0.000,13.960,7034.220,3.352,3.927,1.621,1.391,5.520,11.980,39.640,0.333,0.778,7.770,9.090,125.220,224.000,98.780,19.430,2.760,2.070,4.830,25.620
2,N,27,207,2 N 27,6,11.833,2.000,0.000,0.000,0.000,1.000,0.333,0.667,0.000,0.000,0.000,11.667,0.000,0.000,0.167,0.000,0.000,1.000,0.333,0.000,0.000,0.667,0.000,0.000,0.000,0.000,0.000,0.000,11.667,0.000,5.900,1861.800,2.777,3.329,1.399,1.304,2.070,5.200,15.430,0.308,0.751,10.730,14.210,121.490,234.000,112.510,24.490,2.231,1.440,3.671,29.260
2,N,28,205,2 N 28,3,6.000,1.333,0.000,0.000,0.000,0.667,0.333,0.333,0.000,0.000,0.000,6.000,0.000,0.000,0.000,0.000,0.000,0.667,0.333,0.000,0.000,0.333,0.000,0.000,0.000,0.000,0.000,0.000,6.000,0.000,4.150,1088.030,2.621,3.089,2.131,1.277,1.720,3.450,12.860,0.917,1.564,7.050,12.080,121.820,217.000,95.180,14.280,NA,NA,NA,NA
3,A,1,167,3 A 1,6,3.833,2.167,0.000,0.000,0.000,0.667,0.000,1.500,0.000,0.000,0.000,3.500,0.000,0.333,0.000,0.167,0.000,0.667,0.000,1.000,0.333,0.167,0.000,0.000,0.000,0.000,0.000,0.000,3.500,0.000,9.330,2904.590,2.921,3.571,1.608,1.520,3.190,9.670,27.710,0.500,0.905,9.180,13.850,119.920,230.000,110.080,12.570,2.439,2.000,4.439,18.210
3,A,2,291,3 A 2,6,4.833,1.000,0.000,0.000,0.000,0.500,0.000,0.500,0.000,0.000,0.000,4.833,0.000,0.000,0.000,0.000,0.000,0.500,0.000,0.333,0.000,0.167,0.000,0.000,0.000,0.000,0.000,0.000,4.833,0.000,6.810,2132.650,2.781,3.427,1.417,1.470,2.280,6.420,20.940,0.385,0.768,6.760,5.780,121.820,230.000,108.180,12.440,1.990,1.310,3.300,16.720
3,A,4,267,3 A 4,3,0.333,1.667,0.000,0.000,1.000,0.000,0.000,0.333,0.333,0.333,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.333,0.333,0.333,0.000,0.000,0.000,0.000,0.000,0.000,4.050,1051.950,2.319,3.215,2.278,2.086,1.030,5.270,12.900,1.417,0.900,8.130,12.840,120.230,230.000,109.770,10.270,3.618,4.050,7.668,19.720
3,A,5,339,3 A 5,3,0.000,1.000,0.000,0.000,0.000,0.000,0.333,0.667,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.333,0.000,0.000,0.667,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.770,687.250,2.213,3.009,2.545,1.910,0.860,3.370,9.300,1.000,1.128,10.050,12.590,122.920,224.000,101.080,17.610,1.682,1.960,3.642,22.080
3,A,6,103,3 A 6,9,0.444,1.000,0.000,0.000,0.222,0.111,0.000,0.444,0.000,0.111,0.000,0.222,0.000,0.111,0.000,0.000,0.222,0.111,0.000,0.111,0.000,0.333,0.000,0.111,0.000,0.000,0.000,0.000,0.222,0.000,12.060,4929.130,3.097,3.838,1.831,1.727,4.000,12.710,39.720,0.667,0.888,10.280,15.930,123.320,244.000,120.680,6.690,6.037,5.540,11.577,21.240
3,A,8,280,3 A 8,9,0.000,0.667,0.000,0.000,0.000,0.000,0.000,0.556,0.000,0.444,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.556,0.000,0.333,0.000,0.111,0.000,0.000,0.000,0.000,9.660,3960.610,3.223,3.563,1.528,0.999,4.210,5.960,22.180,1.250,0.965,7.130,11.350,122.780,230.000,107.220,8.920,2.332,1.220,3.552,13.620
3,A,9,11,3 A 9,6,59.167,13.500,0.000,0.000,0.000,0.667,0.000,0.333,0.000,12.500,0.000,59.000,0.000,0.000,0.000,0.000,0.000,0.667,0.000,0.000,0.000,0.333,0.000,0.000,0.000,12.500,0.000,59.000,0.000,0.000,6.490,2015.780,2.866,3.374,2.124,1.344,2.950,5.160,21.270,1.000,1.044,9.100,16.990,122.220,238.000,115.780,19.620,3.069,2.980,6.049,27.180
3,A,10,227,3 A 10,6,105.667,0.167,0.000,2.500,0.000,0.000,0.167,0.000,0.000,0.333,0.000,105.667,2.500,0.000,0.000,0.000,0.000,0.000,0.167,0.000,0.000,0.000,0.000,0.333,0.000,0.000,0.000,105.667,0.000,0.000,6.140,1882.510,2.628,3.442,1.892,1.877,1.780,7.410,26.560,2.000,0.000,12.220,12.760,122.920,230.000,107.080,14.600,4.067,4.210,8.277,24.880
3,A,13,391,3 A 13,15,70.733,0.200,0.000,0.667,0.000,0.067,0.000,0.133,0.000,0.000,0.000,70.733,0.667,0.000,0.000,0.000,0.000,0.067,0.000,0.000,0.067,0.067,0.000,0.000,0.000,0.000,0.000,64.867,5.867,0.000,10.200,3768.120,3.082,3.657,1.638,1.392,3.460,9.940,28.100,0.167,0.389,10.630,12.220,122.870,234.000,111.130,18.380,4.355,4.150,8.505,29.030
3,A,14,319,3 A 14,9,0.556,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.444,0.000,0.222,0.000,0.111,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.444,0.000,0.000,0.000,0.222,0.000,0.000,8.970,3551.100,NA,3.625,NA,1.368,3.280,7.500,24.170,0.417,0.793,12.680,15.450,123.770,224.000,100.230,NA,4.234,4.260,8.494,NA
3,A,16,29,3 A 16,9,0.111,0.222,0.000,0.000,0.111,0.000,0.000,0.111,0.000,0.000,0.000,0.000,0.000,0.000,0.111,0.000,0.111,0.000,0.000,0.000,0.000,0.111,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,9.280,3773.980,3.051,3.677,1.637,1.482,3.230,9.090,23.100,0.167,0.577,7.690,9.550,122.490,217.000,94.510,23.130,2.955,2.290,5.245,29.830
3,A,17,325,3 A 17,9,0.222,0.556,0.000,0.000,0.000,0.333,0.222,0.000,0.000,0.222,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.333,0.222,0.000,0.000,0.000,0.000,0.222,0.000,0.000,0.000,0.000,0.000,0.000,10.450,4415.610,3.124,3.743,1.652,1.472,3.440,10.710,30.090,0.417,0.793,8.210,11.050,120.600,224.000,103.400,6.570,4.228,6.380,10.608,19.260
3,A,18,351,3 A 18,3,0.000,0.667,0.000,0.000,0.000,0.000,0.333,0.333,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.333,0.000,0.000,0.333,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.900,828.220,2.328,3.042,1.463,1.605,0.950,2.680,8.880,2.000,0.000,8.520,8.980,121.210,220.000,98.790,15.700,3.538,3.250,6.788,24.230
3,A,19,24,3 A 19,6,4.000,0.667,0.000,0.000,0.000,0.333,0.000,0.167,0.167,0.000,0.000,3.833,0.000,0.167,0.000,0.000,0.000,0.333,0.000,0.000,0.000,0.167,0.167,0.000,0.000,0.000,0.000,0.000,3.833,0.000,4.840,1367.280,2.477,3.290,1.449,1.788,1.320,5.650,15.380,0.333,0.778,12.080,14.670,125.360,241.000,115.640,10.060,4.275,3.890,8.165,20.330
3,A,20,53,3 A 20,3,0.000,2.667,0.000,0.000,0.000,0.667,0.000,0.333,1.667,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.667,0.000,0.333,0.000,0.000,1.667,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.310,227.620,1.780,2.501,2.065,1.721,0.460,1.430,4.350,0.333,0.778,6.290,9.350,123.460,238.000,114.540,6.940,5.461,6.560,12.021,21.650
3,A,22,250,3 A 22,6,0.167,0.500,0.000,0.000,0.000,0.333,0.000,0.000,0.167,0.167,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.333,0.000,0.000,0.000,0.000,0.167,0.167,0.000,0.000,0.000,0.000,0.000,0.000,7.370,2606.230,2.848,3.549,1.862,1.657,2.480,7.720,21.400,0.417,0.793,8.830,13.330,121.020,230.000,108.980,11.380,2.955,2.420,5.375,18.210
3,A,26,194,3 A 26,12,5.250,0.500,0.000,0.083,0.000,0.083,0.250,0.167,0.000,0.000,0.000,5.250,0.083,0.000,0.000,0.000,0.000,0.083,0.250,0.000,0.000,0.167,0.000,0.000,0.000,0.000,0.000,0.000,5.250,0.000,9.190,3165.140,2.860,3.644,1.395,1.717,2.310,10.970,26.930,0.417,0.793,14.210,16.710,121.180,224.000,102.820,3.950,6.003,5.180,11.183,18.090
3,A,27,235,3 A 27,6,0.167,0.667,0.000,0.000,0.000,0.167,0.167,0.167,0.000,0.167,0.000,0.000,0.000,0.000,0.000,0.167,0.000,0.167,0.167,0.000,0.000,0.167,0.000,0.000,0.000,0.167,0.000,0.000,0.000,0.000,6.480,2378.550,2.784,3.528,2.085,1.767,2.080,7.380,23.730,0.417,0.996,15.720,21.170,119.050,227.000,107.950,10.900,4.342,5.770,10.112,23.150
3,A,28,208,3 A 28,9,1.444,1.111,0.000,0.000,0.333,0.333,0.000,0.333,0.111,0.111,0.000,1.222,0.000,0.000,0.000,0.000,0.333,0.333,0.000,0.000,0.000,0.333,0.111,0.111,0.000,0.000,0.000,0.000,1.222,0.000,9.820,3825.380,3.072,3.679,1.723,1.465,3.060,10.480,29.280,0.083,0.289,8.770,11.850,122.450,230.000,107.550,8.290,4.161,4.770,8.931,19.270
3,B,1,190,3 B 1,6,0.000,0.333,0.000,0.000,0.000,0.000,0.333,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.333,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,10.050,3720.620,3.064,3.647,1.472,1.373,3.510,9.130,26.810,1.417,0.900,12.020,18.340,125.040,213.000,87.960,12.040,1.260,0.670,1.930,14.590
3,B,2,183,3 B 2,3,0.333,0.333,0.000,0.000,0.000,0.000,0.000,0.333,0.000,0.000,0.000,0.000,0.000,0.333,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.333,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.710,1503.190,2.555,3.318,1.496,1.705,1.280,5.270,15.200,1.000,1.044,9.790,17.350,123.590,248.000,124.410,13.010,1.930,1.190,3.120,17.080
3,B,3,182,3 B 3,9,0.111,0.556,0.000,0.000,0.000,0.333,0.000,0.111,0.000,0.222,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.333,0.000,0.000,0.000,0.111,0.000,0.111,0.000,0.111,0.000,0.000,0.000,0.000,13.420,5756.480,3.184,3.890,1.685,1.636,4.350,13.950,42.000,0.333,0.651,7.920,9.370,121.060,238.000,116.940,12.240,2.003,1.540,3.543,16.770
3,B,5,39,3 B 5,6,0.000,0.333,0.000,0.000,0.000,0.000,0.167,0.167,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.167,0.000,0.000,0.167,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.980,1917.490,2.972,3.217,1.948,0.919,2.780,2.190,22.240,1.250,0.866,8.060,13.760,124.410,252.000,127.590,20.340,3.317,2.850,6.167,28.140
3,B,6,276,3 B 6,3,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.333,0.000,0.667,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.333,0.000,0.000,0.000,0.667,0.000,0.000,0.000,0.000,3.890,1047.060,2.450,3.171,2.528,1.764,1.340,4.230,13.460,0.750,0.965,9.000,12.240,123.340,234.000,110.660,21.460,3.276,2.140,5.416,28.490
3,B,7,320,3 B 7,6,0.167,3.000,0.000,0.000,2.167,0.000,0.333,0.167,0.333,0.167,0.000,0.000,0.000,0.000,0.000,0.000,2.167,0.000,0.333,0.000,0.000,0.167,0.333,0.167,0.000,0.000,0.000,0.000,0.000,0.000,5.080,1443.430,2.554,3.318,2.197,1.818,1.820,5.670,17.740,0.583,0.900,8.830,16.110,122.190,220.000,97.810,NA,NA,NA,NA,NA
3,B,8,95,3 B 8,6,5.000,7.667,0.000,0.167,0.000,0.167,0.000,0.833,0.000,7.167,0.000,4.667,0.167,0.000,0.000,0.000,0.000,0.167,0.000,0.000,0.167,0.667,0.000,0.500,0.000,6.667,0.000,0.000,4.667,0.167,3.460,872.380,2.317,3.083,1.510,1.714,1.070,3.700,12.150,1.091,0.944,7.290,10.770,NA,220.000,NA,13.410,2.405,1.490,3.895,18.490
3,B,9,338,3 B 9,9,0.111,0.111,0.000,0.000,0.000,0.000,0.111,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.111,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,8.760,2893.660,2.895,3.590,1.753,1.629,2.570,9.660,27.530,1.417,0.900,8.400,11.980,121.590,230.000,108.410,12.290,1.494,1.020,2.514,15.540
3,B,15,188,3 B 15,3,0.000,0.333,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.333,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.333,0.000,0.000,0.000,0.000,1.550,330.060,1.722,2.713,1.316,2.101,0.370,1.880,5.920,0.417,0.793,6.090,8.210,123.080,234.000,110.920,15.230,5.206,5.980,11.186,28.980
3,B,18,300,3 B 18,9,2.556,0.444,0.000,0.000,0.000,0.000,0.111,0.222,0.111,0.000,0.000,2.556,0.000,0.000,0.000,0.000,0.000,0.000,0.111,0.000,0.000,0.222,0.111,0.000,0.000,0.000,0.000,2.556,0.000,0.000,7.990,2846.030,2.918,3.571,1.840,1.564,2.930,8.060,22.960,0.889,1.054,8.250,10.820,122.920,234.000,111.080,9.460,4.375,4.830,9.205,20.820
3,B,20,229,3 B 20,12,0.083,0.917,0.000,0.000,0.333,0.333,0.083,0.083,0.000,0.167,0.000,0.000,0.000,0.000,0.000,0.000,0.333,0.333,0.083,0.000,0.000,0.083,0.000,0.083,0.000,0.083,0.000,0.000,0.000,0.000,13.470,5043.930,3.328,3.699,1.808,1.086,5.490,11.580,36.770,0.692,0.947,8.820,15.650,118.790,230.000,111.210,11.110,5.260,6.340,11.600,25.300
