BLK,ROW,POS,GENO,ID,Total.time,FreeFeeder,LeafModifier,WoodModifier,Ant,Cecidomyiidae,Tenthredinidae,Nepticulidae,Graciliaridae,Lyonetiidae,Agromyzidae,Megalopodidae,Notodontidae,Noctuidae,Tortricidae,Aphididae,Formicidae,Chrysomelidae,Delphacidae,Pentatomidae,Harmandia,Phyllocolpa,PetioleGall,LeafEdgeMine,SerpMine,CottonwoodMine,BlotchMine,LombardyMine,BlackMine,LeafCurlMidge,CottonwoodDagger,RustylinedLeaftier,ObliqueBandedLeafRoller,GreenAphids,SmokeyAphids,Formica_glacialis,Lasius_neoniger,Lasius_alienus,AvgBA2015,AvgSize2015,Growth2014_2015,Growth2012_2015,BAI2014_2015,BAI2012_2015,SLA2015,LA2015,BB2015,BS2015,GS2015,CT2015,Salicortin2015,Tremulacin2015,PG2015,TotalDefChem2015,CN2015,N2015
2,M,25,24,2 M 25,6,11.667,2.333,0.000,0.167,1.333,0.500,0.167,0.333,0.000,0.000,0.000,0.000,0.000,0.000,11.500,0.167,0.000,0.000,0.000,0.167,0.500,0.167,0.000,0.167,0.000,0.167,0.000,0.000,1.167,0.000,0.000,0.000,11.500,0.000,0.000,0.167,0.000,17.280,10085.400,3.671,4.147,1.619,3.851,7.000,122.560,136.130,140.310,245.000,104.690,22.520,1.896,2.650,4.546,28.000,22.040
2,M,27,121,2 M 27,6,11.500,2.167,0.000,0.000,1.167,0.667,0.000,0.167,0.000,0.000,0.000,0.167,0.000,0.000,11.500,0.000,0.000,0.000,0.000,0.000,0.667,0.000,0.000,0.167,0.000,0.000,0.000,0.000,1.167,0.000,0.167,0.000,11.500,0.000,0.000,0.000,0.000,20.540,4043.960,3.526,NA,1.774,NA,14.000,130.900,154.170,136.490,228.000,91.510,16.430,3.692,4.340,8.032,26.280,24.170
2,N,3,34,2 N 3,6,10.333,2.500,0.000,1.333,1.333,0.000,0.333,0.500,0.000,0.333,0.000,0.000,0.167,0.000,10.000,1.333,0.167,0.000,0.000,0.000,0.000,0.333,0.000,0.000,0.000,0.500,0.333,0.000,1.333,0.167,0.000,0.000,10.000,0.000,0.000,0.000,0.000,19.360,8682.240,3.441,4.120,1.269,3.655,NA,126.600,145.840,128.930,228.000,99.070,21.450,2.754,2.970,5.724,28.530,26.360
2,N,4,385,2 N 4,9,0.000,1.667,0.000,0.111,0.333,0.000,0.111,0.556,0.000,0.667,0.000,0.000,0.000,0.000,0.000,0.111,0.000,0.000,0.000,0.000,0.000,0.111,0.333,0.000,0.000,0.222,0.667,0.000,0.333,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,32.910,22218.920,3.980,4.490,1.353,3.905,4.000,145.240,157.580,129.310,252.000,122.690,9.000,5.032,4.710,9.742,21.220,25.160
2,N,8,329,2 N 8,4.5,0.000,3.556,0.000,0.000,0.444,0.000,1.333,0.889,0.000,0.889,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.333,0.000,0.222,0.000,0.667,0.889,0.000,0.444,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,16.690,10390.880,3.671,4.170,1.647,4.297,12.000,134.840,141.150,132.540,232.000,99.460,17.250,1.186,0.790,1.976,19.810,25.030
2,N,9,380,2 N 9,9,9.667,0.778,0.000,0.444,0.000,0.000,0.000,0.667,0.000,0.111,0.000,0.000,0.000,0.000,9.667,0.444,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.444,0.000,0.222,0.111,0.000,0.000,0.000,0.000,0.000,4.111,5.556,0.444,0.000,0.000,44.740,36189.460,4.166,4.684,1.099,3.195,14.000,138.370,145.810,127.570,235.000,107.430,15.110,3.162,2.710,5.872,22.540,22.160
2,N,10,114,2 N 10,6,0.000,2.167,0.000,0.000,0.833,0.000,0.000,0.500,0.000,0.833,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.167,0.000,0.000,0.333,0.833,0.000,0.833,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,13.120,5822.260,3.239,3.963,1.314,4.646,0.000,138.430,148.560,128.780,198.000,69.220,8.700,3.518,3.330,6.848,17.280,23.950
2,N,11,277,2 N 11,6,10.167,2.333,0.000,0.167,0.333,0.167,0.167,0.833,0.000,0.833,0.000,0.000,0.000,0.000,10.167,0.167,0.000,0.000,0.000,0.000,0.167,0.167,0.333,0.500,0.000,0.000,0.833,0.000,0.333,0.000,0.000,0.000,10.167,0.000,0.167,0.000,0.000,15.410,5632.780,3.655,3.731,1.622,3.144,2.000,127.760,120.880,127.240,221.000,93.760,7.720,3.558,4.840,8.398,17.870,23.350
2,N,16,202,2 N 16,6,62.333,3.167,0.000,0.000,0.167,2.333,0.000,1.167,0.000,0.333,0.167,0.167,0.000,0.000,61.167,0.000,0.000,0.000,0.000,0.000,1.333,0.000,0.333,0.167,0.000,0.667,0.333,0.167,0.167,0.000,0.000,0.000,7.833,53.333,0.000,0.000,0.000,22.310,10481.860,3.587,4.202,1.605,4.314,7.000,143.900,160.680,133.520,228.000,94.480,8.910,4.523,4.620,9.143,20.280,20.890
2,N,18,374,2 N 18,6,5.500,2.333,0.000,0.000,0.000,1.167,0.000,0.667,0.000,0.667,0.000,0.000,0.000,0.000,5.333,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.167,0.333,0.000,0.167,0.667,0.000,0.000,0.000,0.000,0.000,5.333,0.000,0.000,0.000,0.000,16.180,7548.700,3.438,4.053,1.430,4.032,4.000,133.780,125.580,130.490,228.000,97.510,17.690,4.201,4.550,8.751,28.510,25.120
2,N,22,57,2 N 22,4.5,2.889,3.556,0.000,0.000,0.000,0.444,0.444,1.333,0.000,0.889,0.000,0.000,0.000,0.444,2.889,0.000,0.000,0.000,0.000,0.000,0.444,0.444,0.667,0.667,0.000,0.000,0.889,0.000,0.000,0.000,0.000,0.444,2.889,0.000,0.000,0.000,0.000,8.030,2828.630,2.903,3.657,1.430,4.173,10.000,128.870,130.500,141.710,198.000,56.290,6.760,5.749,6.220,11.969,21.560,23.940
2,N,23,332,2 N 23,9,5.444,2.000,0.000,0.000,0.000,1.000,0.111,0.778,0.000,0.111,0.000,0.000,0.000,0.000,5.444,0.000,0.000,0.000,0.000,0.000,1.000,0.111,0.111,0.667,0.000,0.000,0.111,0.000,0.000,0.000,0.000,0.000,5.444,0.000,0.000,0.000,0.000,18.770,8557.380,3.422,4.129,1.431,4.294,NA,132.130,135.780,128.410,198.000,69.590,16.910,1.856,1.600,3.456,21.280,24.010
2,N,25,387,2 N 25,6,10.167,4.833,0.000,2.000,0.667,3.000,0.000,1.167,0.000,0.167,0.000,0.000,0.000,0.000,10.000,2.000,0.000,0.000,0.000,0.667,2.833,0.000,0.167,0.667,0.000,0.333,0.167,0.000,0.000,0.000,0.000,0.000,10.000,0.000,0.000,2.000,0.000,24.580,8867.940,3.716,4.031,1.506,3.585,5.000,135.340,132.730,128.950,221.000,92.050,6.720,4.985,7.870,12.855,22.030,23.940
2,N,26,302,2 N 26,9,5.667,1.000,0.000,0.000,0.222,0.222,0.000,0.333,0.000,0.222,0.000,0.000,0.000,0.000,5.556,0.000,0.000,0.000,0.000,0.111,0.222,0.000,0.000,0.111,0.000,0.222,0.222,0.000,0.111,0.000,0.000,0.000,5.556,0.000,0.000,0.000,0.000,31.020,14944.870,3.927,4.257,1.391,3.515,4.000,128.220,148.470,133.310,240.000,106.690,15.590,3.598,4.080,7.678,25.040,22.760
2,N,27,207,2 N 27,9,1.444,1.667,0.000,1.778,0.111,1.000,0.000,0.556,0.000,0.000,0.000,0.000,0.000,0.000,1.333,1.778,0.000,0.000,0.000,0.000,1.000,0.000,0.111,0.111,0.000,0.333,0.000,0.000,0.111,0.000,0.000,0.000,1.333,0.000,0.000,1.778,0.000,12.580,5068.130,3.329,3.846,1.304,3.604,4.000,118.450,133.760,130.280,198.000,67.720,10.600,4.965,6.770,11.735,24.780,22.520
2,N,28,205,2 N 28,4.5,0.222,3.111,0.000,0.000,0.000,0.222,0.667,1.333,0.000,0.889,0.000,0.222,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.222,0.667,0.222,0.222,0.000,0.889,0.889,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,9.720,5812.660,3.089,3.994,1.277,5.172,9.000,122.970,120.000,128.180,198.000,69.820,11.640,5.883,8.310,14.193,28.730,29.300
3,A,1,167,3 A 1,7.5,1.467,3.200,0.000,0.000,0.400,1.467,0.133,1.867,0.000,0.667,0.000,0.133,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.133,0.133,0.000,0.667,0.000,1.200,0.667,0.000,0.400,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,21.590,9200.310,3.571,4.128,1.520,4.179,6.000,140.600,145.310,127.430,224.000,96.570,15.200,4.181,4.770,8.951,26.210,23.660
3,A,2,291,3 A 2,6,0.333,7.333,0.000,0.000,0.500,3.000,0.000,3.000,0.000,0.833,0.000,0.167,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.000,0.000,1.333,0.667,0.000,1.000,0.833,0.000,0.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,16.140,7827.670,3.427,4.079,1.470,4.144,5.000,133.890,123.590,128.610,210.000,81.390,9.970,5.280,5.090,10.370,22.940,25.240
3,A,4,267,3 A 4,3,0.333,3.333,0.000,0.000,0.000,0.667,0.667,1.667,0.000,0.333,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.667,0.667,0.333,0.333,0.000,1.000,0.333,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,9.990,4251.270,3.215,3.820,2.086,5.629,15.000,130.560,140.580,129.680,NA,NA,17.290,3.303,3.280,6.583,25.500,27.460
3,A,5,339,3 A 5,4.5,0.000,3.333,0.222,0.000,0.000,0.222,0.000,2.444,0.000,0.667,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.222,0.000,0.000,0.444,0.000,2.000,0.667,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6.990,2837.060,3.009,3.650,1.910,5.774,12.000,129.410,125.100,131.240,198.000,66.760,13.550,2.915,3.170,6.085,21.070,25.890
3,A,6,103,3 A 6,6,3.333,5.833,0.000,0.000,1.333,0.333,0.333,3.333,0.000,0.500,0.000,0.000,0.000,0.000,3.333,0.000,0.000,0.000,0.000,0.000,0.333,0.333,0.167,1.333,0.000,1.833,0.500,0.000,1.333,0.000,0.000,0.000,3.333,0.000,0.000,0.000,0.000,29.920,19181.230,3.838,4.474,1.727,4.834,8.000,123.350,136.570,132.060,228.000,95.940,4.310,6.224,6.240,12.464,19.840,18.130
3,A,8,280,3 A 8,6,0.000,4.167,0.000,0.000,0.500,0.000,0.000,3.167,0.000,0.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.833,0.000,2.333,0.500,0.000,0.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,18.650,10801.750,3.563,4.186,0.999,3.532,15.000,136.870,134.970,130.660,228.000,97.340,9.150,4.851,6.930,11.781,23.320,28.430
3,A,9,11,3 A 9,6,181.667,4.500,0.000,1.167,1.500,0.000,0.000,2.167,0.000,0.833,0.000,0.000,0.000,0.000,181.667,1.167,0.000,0.000,0.000,0.000,0.000,0.000,0.333,0.500,0.000,1.333,0.833,0.000,1.500,0.000,0.000,0.000,0.000,181.667,0.000,0.000,1.167,15.640,7108.300,3.374,4.038,1.344,4.705,12.000,135.760,126.190,133.080,240.000,106.920,16.160,1.474,1.070,2.544,19.430,26.030
3,A,10,227,3 A 10,6,0.000,3.167,0.000,0.000,0.667,0.000,0.167,1.833,0.000,0.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.167,0.000,1.333,0.000,0.500,0.500,0.000,0.667,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,18.530,8908.480,3.442,4.161,1.877,5.263,22.000,114.590,123.760,132.320,198.000,65.680,18.350,2.405,2.260,4.665,24.200,25.590
3,A,13,391,3 A 13,6,433.500,2.000,0.000,1.333,0.833,0.167,0.333,0.500,0.000,0.000,0.000,0.167,0.000,0.000,433.167,1.333,0.000,0.000,0.000,0.000,0.167,0.333,0.167,0.167,0.000,0.167,0.000,0.000,0.833,0.000,0.167,0.000,1.000,432.167,1.333,0.000,0.000,22.510,10614.530,3.657,4.173,1.392,3.953,1.000,133.330,129.080,132.060,240.000,107.940,21.170,3.350,3.570,6.920,29.740,26.030
3,A,14,319,3 A 14,6,0.000,2.833,0.000,0.000,0.000,0.667,0.000,2.000,0.000,0.000,0.000,0.000,0.000,0.167,0.000,0.000,0.000,0.000,0.000,0.000,0.667,0.000,0.333,0.333,0.000,1.333,0.000,0.000,0.000,0.000,0.000,0.167,0.000,0.000,0.000,0.000,0.000,19.420,10891.540,3.625,NA,1.368,NA,5.000,129.110,121.310,133.900,224.000,90.100,21.380,3.705,2.890,6.595,29.800,25.540
3,A,16,29,3 A 16,4.5,0.222,1.556,0.000,0.000,0.000,0.222,0.222,0.667,0.000,0.444,0.000,0.000,0.222,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.222,0.222,0.000,0.444,0.000,0.222,0.444,0.000,0.000,0.222,0.000,0.000,0.000,0.000,0.000,0.000,0.000,19.220,10291.350,3.677,4.151,1.482,3.971,2.000,140.700,140.440,129.440,221.000,91.560,15.700,3.082,2.570,5.652,22.870,23.580
3,A,17,325,3 A 17,6,0.333,2.667,0.000,0.000,0.167,0.667,0.000,1.500,0.000,0.333,0.000,0.000,0.333,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.667,0.000,0.000,0.167,0.000,1.333,0.333,0.000,0.167,0.333,0.000,0.000,0.000,0.000,0.000,0.000,0.000,23.770,14234.950,3.743,4.322,1.472,4.210,5.000,151.630,139.870,127.590,198.000,70.410,11.560,2.070,1.580,3.650,16.230,23.150
3,A,18,351,3 A 18,3,0.000,1.667,0.000,0.333,0.333,1.000,0.000,0.333,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.333,0.000,0.000,0.000,0.000,1.000,0.000,0.333,0.000,0.000,0.000,0.000,0.000,0.333,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6.870,3211.500,3.042,3.697,1.605,4.364,22.000,122.820,137.150,132.320,218.000,85.680,21.260,2.050,2.160,4.210,26.480,20.260
3,A,19,24,3 A 19,4.5,0.000,4.222,0.000,0.000,0.222,2.444,0.000,1.111,0.000,0.444,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.444,0.000,0.000,0.444,0.000,0.667,0.444,0.000,0.222,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.870,5482.400,3.290,3.931,1.788,4.540,4.000,125.950,132.530,134.570,210.000,75.430,20.670,3.504,4.680,8.184,30.580,25.890
3,A,20,53,3 A 20,1.5,0.000,6.000,0.000,0.000,2.667,0.667,0.000,1.333,0.000,0.000,0.000,0.667,0.000,0.667,0.000,0.000,0.000,0.000,0.000,0.000,0.667,0.000,0.667,0.667,0.000,0.000,0.000,0.000,2.667,0.000,0.667,0.667,0.000,0.000,0.000,0.000,0.000,3.250,923.650,2.501,3.162,1.721,5.117,2.000,144.050,146.090,129.990,221.000,91.010,16.000,4.094,6.360,10.454,28.470,24.370
3,A,22,250,3 A 22,4.5,1.778,1.333,0.000,0.222,0.000,0.000,0.000,1.111,0.000,0.222,0.000,0.000,0.000,0.000,1.778,0.222,0.000,0.000,0.000,0.000,0.000,0.000,0.444,0.000,0.000,0.667,0.222,0.000,0.000,0.000,0.000,0.000,1.778,0.000,0.000,0.222,0.000,16.830,9183.730,3.549,4.142,1.657,4.681,3.000,141.430,131.580,127.590,214.000,86.410,17.490,2.506,2.750,5.256,23.980,26.070
3,A,26,194,3 A 26,6,43.167,3.333,0.000,3.833,1.000,0.333,0.000,1.167,0.000,0.833,0.000,0.000,0.000,0.000,43.167,3.833,0.000,0.000,0.000,1.000,0.333,0.000,0.167,0.667,0.000,0.333,0.833,0.000,0.000,0.000,0.000,0.000,0.000,43.167,3.833,0.000,0.000,21.500,11125.370,3.644,4.221,1.717,4.258,5.000,143.510,150.120,128.180,207.000,78.820,11.040,4.710,5.740,10.450,23.810,21.980
3,A,27,235,3 A 27,4.5,10.667,1.778,0.000,0.667,0.000,0.000,0.444,1.333,0.000,0.000,0.000,0.000,0.000,0.000,10.667,0.667,0.000,0.000,0.000,0.000,0.000,0.444,0.222,0.444,0.000,0.667,0.000,0.000,0.000,0.000,0.000,0.000,7.333,3.333,0.000,0.000,0.000,17.300,10442.900,3.528,4.224,1.767,5.273,5.000,136.970,126.530,127.240,198.000,70.760,13.400,4.764,4.620,9.384,25.130,24.980
3,A,28,208,3 A 28,6,4.000,2.667,0.000,1.833,0.333,1.167,0.000,0.833,0.000,0.333,0.000,0.000,0.000,0.000,4.000,1.833,0.000,0.000,0.000,0.167,1.167,0.000,0.000,0.333,0.000,0.500,0.333,0.000,0.167,0.000,0.000,0.000,4.000,0.000,0.000,0.000,0.000,22.930,13235.470,3.679,4.301,1.465,4.370,1.000,132.080,129.860,132.320,228.000,95.680,9.960,5.005,5.990,10.995,23.420,23.860
3,B,1,190,3 B 1,6,0.333,2.833,0.000,0.000,0.167,1.000,0.000,0.500,0.000,1.167,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.167,0.000,0.333,1.167,0.000,0.167,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,21.700,11315.940,3.647,4.214,1.373,3.878,17.000,130.190,132.260,134.230,198.000,63.770,7.680,3.571,5.510,9.081,18.520,25.950
3,B,2,183,3 B 2,4.5,0.000,1.333,0.000,0.000,0.222,0.667,0.000,0.222,0.000,0.222,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.667,0.000,0.000,0.000,0.000,0.222,0.222,0.000,0.222,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.670,6193.070,3.318,3.988,1.705,4.554,10.000,123.590,125.700,132.540,207.000,74.460,18.610,3.752,3.390,7.142,27.600,25.110
3,B,3,182,3 B 3,6,7.000,3.000,0.000,0.667,0.167,0.667,0.000,0.500,1.000,0.500,0.167,0.000,0.000,0.167,6.833,0.667,0.000,0.000,0.000,0.000,0.500,0.000,0.000,0.333,1.000,0.167,0.500,0.167,0.167,0.000,0.000,0.167,6.833,0.000,0.000,0.333,0.000,32.250,20747.340,3.890,4.498,1.636,4.516,4.000,143.320,143.510,130.660,235.000,104.340,11.180,3.866,4.440,8.306,21.390,22.260
3,B,5,39,3 B 5,6,0.167,3.000,0.000,0.500,0.833,0.500,0.167,1.333,0.000,0.167,0.000,0.000,0.000,0.000,0.167,0.500,0.000,0.000,0.000,0.000,0.500,0.167,0.000,0.500,0.000,0.833,0.167,0.000,0.833,0.000,0.000,0.000,0.000,0.167,0.000,0.167,0.000,14.710,9537.080,3.217,4.209,0.919,4.652,13.000,154.440,139.460,131.760,245.000,113.240,16.050,2.687,2.050,4.737,22.110,25.820
3,B,6,276,3 B 6,3,4.333,3.333,0.000,0.000,0.000,4.667,0.000,2.000,0.000,0.667,0.000,0.000,0.000,0.000,0.000,0.000,0.333,0.000,0.000,0.000,0.667,0.000,0.667,0.000,0.000,1.333,0.667,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,9.950,4473.460,3.171,3.853,1.764,5.679,9.000,123.520,131.140,133.340,218.000,84.660,20.660,3.062,3.250,6.312,28.480,27.620
3,B,7,320,3 B 7,4.5,0.000,2.444,0.000,0.000,0.222,0.889,0.000,0.889,0.000,0.222,0.000,0.222,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.889,0.000,0.000,0.000,0.000,0.889,0.222,0.000,0.222,0.000,0.222,0.000,0.000,0.000,0.000,0.000,0.000,13.040,6523.400,3.318,4.022,1.818,5.463,7.000,135.950,124.540,129.120,198.000,68.880,14.390,4.100,3.660,7.760,24.170,22.290
3,B,8,95,3 B 8,4.5,0.000,3.556,0.000,0.000,0.000,0.444,0.000,2.444,0.000,0.667,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.444,0.000,0.000,0.667,0.000,1.778,0.667,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,9.000,3554.660,3.083,3.746,1.714,4.561,12.000,140.170,137.670,142.650,221.000,78.350,17.060,3.497,4.040,7.537,26.320,27.020
3,B,9,338,3 B 9,7.5,0.000,2.533,0.000,0.133,0.000,0.800,0.533,0.800,0.000,0.267,0.000,0.133,0.000,0.000,0.000,0.133,0.000,0.000,0.000,0.000,0.800,0.533,0.133,0.267,0.000,0.400,0.267,0.000,0.000,0.000,0.133,0.000,0.000,0.000,0.000,0.000,0.133,21.240,10889.400,3.590,4.225,1.629,4.636,15.000,127.590,128.360,128.950,198.000,69.050,18.990,3.544,3.110,6.654,27.390,25.230
3,B,15,188,3 B 15,1.5,0.000,5.333,0.000,0.000,0.667,0.667,0.000,4.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.667,0.000,0.000,2.000,0.000,2.000,0.000,0.000,0.667,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.330,1602.770,2.713,3.415,2.101,4.910,4.000,126.910,123.870,132.290,221.000,88.710,9.130,5.300,7.260,12.560,24.300,25.000
3,B,18,300,3 B 18,6,0.000,1.333,0.000,0.000,0.167,0.167,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.167,0.000,0.000,0.833,0.000,0.167,0.000,0.000,0.167,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,18.010,10437.110,3.571,4.204,1.564,4.638,NA,144.340,135.290,132.060,207.000,74.940,11.640,4.449,4.320,8.769,22.600,24.700
3,B,20,229,3 B 20,6,5.000,3.833,0.000,0.000,0.000,2.000,0.000,0.500,0.000,0.833,0.000,0.000,0.000,0.500,4.833,0.000,0.000,0.000,0.167,0.000,2.000,0.000,0.167,0.333,0.000,0.000,0.833,0.000,0.000,0.000,0.000,0.500,4.833,0.000,0.000,0.000,0.000,29.110,16707.010,3.699,4.406,1.086,4.127,9.000,127.320,132.660,127.240,NA,NA,7.380,3.343,4.960,8.303,17.330,21.930
3,B,21,178,3 B 21,4.5,0.000,5.556,0.000,0.000,1.333,1.556,1.333,0.889,0.000,0.444,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.333,1.556,1.333,0.222,0.000,0.000,0.667,0.444,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.650,2480.700,2.971,3.540,1.222,3.068,11.000,137.190,119.460,129.500,198.000,68.500,17.820,2.265,2.490,4.755,23.690,23.930
3,B,22,184,3 B 22,4.5,0.000,4.000,0.000,0.000,0.000,0.000,2.667,0.222,0.000,0.667,0.222,0.000,0.000,0.222,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.667,0.000,0.000,0.000,0.222,0.667,0.222,0.000,0.000,0.000,0.222,0.000,0.000,0.000,0.000,0.000,22.700,9613.810,3.596,4.150,1.676,4.073,4.000,149.170,133.230,127.240,198.000,70.760,10.960,3.082,2.170,5.252,17.730,22.110
3,B,23,186,3 B 23,10.5,0.476,4.000,0.000,0.095,0.095,1.333,1.333,0.857,0.000,0.286,0.095,0.000,0.000,0.000,0.476,0.095,0.000,0.000,0.000,0.000,1.333,1.333,0.476,0.095,0.000,0.286,0.286,0.095,0.095,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,48.080,38331.290,NA,4.745,NA,4.222,6.000,144.290,141.580,131.240,240.000,108.760,9.590,2.834,3.130,5.964,16.950,24.010
3,B,24,219,3 B 24,6,4.167,3.167,0.000,0.000,0.167,1.000,0.667,1.167,0.167,0.000,0.000,0.000,0.000,0.000,4.167,0.000,0.000,0.000,0.000,0.000,1.000,0.667,0.167,0.000,0.167,1.000,0.000,0.000,0.167,0.000,0.000,0.000,4.167,0.000,0.000,0.000,0.000,24.050,17878.310,NA,4.434,NA,5.052,13.000,132.840,134.480,130.660,245.000,114.340,22.000,0.817,0.420,1.237,23.640,23.320
3,B,25,121,3 B 25,6,2.333,5.667,0.000,0.833,0.167,3.000,0.333,1.833,0.000,0.333,0.000,0.000,0.000,0.000,0.000,0.833,0.000,0.000,2.333,0.000,3.000,0.333,0.000,0.167,0.000,1.667,0.333,0.000,0.167,0.000,0.000,0.000,0.000,0.000,0.000,0.833,0.000,16.250,7547.360,3.301,4.105,1.934,6.109,16.000,144.160,138.470,135.640,235.000,99.360,14.240,4.603,5.470,10.073,26.580,23.240
3,B,27,40,3 B 27,6,0.333,3.000,0.000,0.000,0.167,1.167,0.333,0.667,0.167,0.500,0.000,0.000,0.000,0.000,0.000,0.000,0.167,0.167,0.000,0.000,1.167,0.333,0.333,0.167,0.167,0.167,0.500,0.000,0.167,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,24.120,14008.790,3.684,4.337,1.596,4.504,7.000,142.010,136.500,132.320,245.000,112.680,13.320,3.524,3.020,6.544,21.600,22.500
3,B,28,21,3 B 28,6,0.500,4.000,0.000,0.000,0.667,0.833,0.333,1.833,0.000,0.167,0.000,0.000,0.000,0.167,0.500,0.000,0.000,0.000,0.000,0.500,0.833,0.333,0.333,0.833,0.000,0.667,0.167,0.000,0.167,0.000,0.000,0.167,0.500,0.000,0.000,0.000,0.000,16.210,8697.240,3.455,4.142,1.786,5.007,17.000,134.440,126.670,127.380,218.000,90.620,9.120,4.918,6.280,11.198,22.740,24.200
3,C,1,43,3 C 1,6,3.833,2.833,0.000,0.500,1.000,0.167,0.500,0.333,0.000,0.500,0.167,0.000,0.000,0.167,3.667,0.500,0.000,0.000,0.000,0.333,0.167,0.500,0.167,0.167,0.000,0.000,0.500,0.167,0.667,0.000,0.000,0.167,3.667,0.000,0.000,0.500,0.000,21.870,9908.610,3.549,4.174,1.409,4.274,7.000,137.070,148.220,132.060,207.000,74.940,12.420,4.208,4.520,8.728,23.220,26.700
3,C,2,302,3 C 2,6,10.000,4.167,0.000,2.833,1.833,0.333,0.167,1.833,0.000,0.000,0.000,0.000,0.000,0.000,10.000,2.833,0.000,0.000,0.000,1.333,0.333,0.167,0.333,0.667,0.000,0.833,0.000,0.000,0.500,0.000,0.000,0.000,10.000,0.000,0.000,2.833,0.000,14.760,7700.460,NA,4.086,NA,5.121,10.000,128.420,137.570,133.080,228.000,94.920,22.260,3.685,3.660,7.345,31.420,24.400
3,C,4,366,3 C 4,3,18.333,2.667,0.000,3.000,0.333,1.333,0.333,0.333,0.000,0.000,0.000,0.000,0.000,0.000,18.333,3.000,0.000,0.000,0.000,0.000,1.333,0.333,0.000,0.000,0.000,0.333,0.000,0.000,0.333,0.000,0.000,0.000,18.333,0.000,0.000,0.000,3.000,4.660,1647.670,2.692,3.433,1.940,5.585,22.000,136.580,145.730,129.110,198.000,68.890,20.970,2.600,2.150,4.750,27.000,25.390
3,C,5,157,3 C 5,6,0.167,2.500,0.000,0.000,0.167,0.333,0.000,1.000,0.000,0.167,0.167,0.000,0.000,0.167,0.000,0.000,0.000,0.000,0.000,0.000,0.333,0.000,0.000,0.167,0.000,0.833,0.167,0.167,0.167,0.000,0.000,0.167,0.000,0.000,0.000,0.000,0.000,25.230,15801.900,3.784,4.372,1.531,4.461,8.000,142.220,132.020,129.840,228.000,98.160,15.180,3.585,4.040,7.625,24.570,27.050
